thai,english,parts,n_parts,n_glossed,score_A,score_B,score_C
เป็ดโมงเช้า,8 a.m.,เป็ด+โมง+เช้า,3,3,0.5762560392443794,0.5363284116378528,0.7652336214908398
ห้าโมงเย็น,5 p.m.,ห้า+โมง+เย็น,3,3,0.576421807487487,0.6941649317741394,0.7213115097315199
ห้าโมงเย็น,5 p.m.,ห้า+โมง+เย็น,3,3,0.576421807487487,0.6941649317741394,0.7213115097315199
ชายหาด,beach,ชาย+หาด,2,2,0.5771882699138793,0.5382848106792456,0.7564976555150212
ชายหาด,beach,ชาย+หาด,2,2,0.5771882699138793,0.5382848106792456,0.7564976555150212
กี่โมง,what time,กี่+โมง,2,2,0.5783595160313717,0.7103847516041698,0.5400790150595782
หกโมงเย็น,6 p.m.,หก+โมง+เย็น,3,3,0.5820099027314841,0.6808680701773209,0.7205731940512164
หกโมงเย็น,6 p.m.,หก+โมง+เย็น,3,3,0.5820099027314841,0.6808680701773209,0.7205731940512164
ความหมาย,meaning,ความ+หมาย,2,2,0.5872484116058452,0.5313336290518776,0.9131953395581627
ได้อย่างไร,how to reach,ได้+อย่างไร,2,2,0.587788177343616,0.6100344657897949,0.9253660826599505
ช่วยด้วย,help me,ช่วย+ด้วย,2,2,0.5894260855373613,0.5347394901824605,0.8597410209364338
วันที่,date,วัน+ที่,2,2,0.5902363465842674,0.44546782970428467,0.8529117313555774
วันที่,date,วัน+ที่,2,2,0.5902363465842674,0.44546782970428467,0.8529117313555774
เตียงคู่,double bed,เตียง+คู่,2,2,0.5903164082731412,0.4839686443787005,0.9380304119865618
สักครู่,a moment; a while,สัก+ครู่,2,2,0.591499001909473,0.5337083657806138,0.7886546901849383
ลาก่อน,goodbye,ลา+ก่อน,2,2,0.594704558377775,0.43771317229945494,0.6843482598895125
ลาก่อน,goodbye,ลา+ก่อน,2,2,0.594704558377775,0.43771317229945494,0.6843482598895125
สีเทา,grey,สี+เทา,2,2,0.5997690706764359,0.5516352653503418,0.7318807248625953
สี่โมงเย็น,4 p.m.,สี่+โมง+เย็น,3,3,0.6006962216443205,0.6923869068853203,0.6923689857065215
สี่โมงเย็น,4 p.m.,สี่+โมง+เย็น,3,3,0.6006962216443205,0.6923869068853203,0.6923689857065215
แล้วเจอกัน,see you later,แล้ว+เจอกัน,2,2,0.6028546941089741,0.5120655298233032,0.9062620996033377
ดูหนัง,watch a movie,ดู+หนัง,2,2,0.6046962686233373,0.5542825726102288,0.6013554075427899
ตัวเอง,"myself, self, reflexive",ตัว+เอง,2,2,0.6055260061943216,0.6847203969955444,0.7390178900317624
อาหารเย็น,dinner,อาหาร+เย็น,2,2,0.6073476260729667,0.5856340033571703,0.4866634285751203
ทุกวัน,"every day, everyday",ทุก+วัน,2,2,0.6096970644533597,0.8398383664892127,0.6599558258799304
พริกป่น,chili powder,พริก+ป่น,2,2,0.6122167413057223,0.7310315370559692,0.8418778234321606
น้ำท่วม,flooding,น้ำ+ท่วม,2,2,0.6135984420809237,0.5967921374316297,0.8002446965018882
น้ำท่วม,flooding,น้ำ+ท่วม,2,2,0.6135984420809237,0.5967921374316297,0.8002446965018882
ของหวาน,dessert; sweet,ของ+หวาน,2,2,0.6165840615888405,0.5705925226211548,0.837386805438485
กลางวัน,day time,กลาง+วัน,2,2,0.6172800400831343,0.6473742723464966,0.8289084437094278
ถูกต้อง,correct,ถูก+ต้อง,2,2,0.6176499934183913,0.38997348487219125,0.8594145527343402
วันสิ้นปี,New Year's Eve,วัน+สิ้นปี,2,2,0.6186927581446519,0.6664742429821781,0.9006954160652111
วันสิ้นปี,New Year's Eve,วัน+สิ้นปี,2,2,0.6186927581446519,0.6664742429821781,0.9006954160652111
แดดมาก,sunny,แดด+มาก,2,2,0.6210802900410762,0.569538950920105,0.7883437173951632
แดดมาก,sunny,แดด+มาก,2,2,0.6210802900410762,0.569538950920105,0.7883437173951632
ทำอาหาร,cooking,ทำ+อาหาร,2,2,0.6218978111011448,0.5757528037730201,0.6353522751996716
แลกเงิน,exchange money,แลก+เงิน,2,2,0.623541776823259,0.6669634580612183,0.930870227094079
วันอาทิตย์,Sunday,วัน+อาทิตย์,2,2,0.6249472415346166,0.5310786962509155,0.6790426297914793
วันอาทิตย์,Sunday,วัน+อาทิตย์,2,2,0.6249472415346166,0.5310786962509155,0.6790426297914793
จนถึง,until,จน+ถึง,2,2,0.6250280829022284,0.5835614204406738,0.7464877245762365
สีชมพู,pink,สี+ชมพู,2,2,0.6297060498928543,0.5887750387191772,0.8084124536765647
กี่บาท,how much (baht),กี่+บาท,2,2,0.6367088714055746,0.6878666095654136,0.7772775144114237
เดินป่า,hiking,เดิน+ป่า,2,2,0.6376189568937902,0.5939392205440533,0.8939345243226029
มีลม,windy,มี+ลม,2,2,0.638530326278078,0.549341851551312,0.6418518741854777
มีลม,windy,มี+ลม,2,2,0.638530326278078,0.549341851551312,0.6418518741854777
น้ำตก,waterfall,น้ำ+ตก,2,2,0.6391434205641211,0.5066908009875758,0.7650218626943446
น้ำตก,waterfall,น้ำ+ตก,2,2,0.6391434205641211,0.5066908009875758,0.7650218626943446
น้ำตก,waterfall,น้ำ+ตก,2,2,0.6391434205641211,0.5066908009875758,0.7650218626943446
น้ำตก,waterfall,น้ำ+ตก,2,2,0.6391434205641211,0.5066908009875758,0.7650218626943446
น่ารัก,lovely,น่า+รัก,2,2,0.6396883967005195,0.4636891462617604,0.7655634213518403
เพิ่งจะ,have just; has just,เพิ่ง+จะ,2,2,0.641133646091493,0.5025655926803108,0.8367845732946911
ชื่ออะไร,what is your name?,ชื่อ+อะไร,2,2,0.6411806550252883,0.7688334859808104,0.8780953094191181
วันหยุด,day off,วัน+หยุด,2,2,0.6433873642922244,0.6835666298866272,0.5451247028762297
ตกปลา,fishing,ตก+ปลา,2,2,0.6446721037893169,0.5941178798675537,0.7002015265820392
ผ้าเช็ดตัว,towel,ผ้า+เช็ดตัว,2,2,0.6450855695102538,0.6076678995888173,0.8718711194961097
ยังไม่รู้,still don't know,ยัง+ไม่+รู้,3,3,0.646185374694983,0.7612603306770325,0.6082503103749105
ตอนบ่าย,afternoon,ตอน+บ่าย,2,2,0.6470076087212945,0.46154698729515076,0.8526558672653697
ตอนบ่าย,afternoon,ตอน+บ่าย,2,2,0.6470076087212945,0.46154698729515076,0.8526558672653697
ร้านอาหาร,restaurant,ร้าน+อาหาร,2,2,0.6524141032992731,0.5991406440734863,0.8783728005588448
ร้านอาหาร,restaurant,ร้าน+อาหาร,2,2,0.6524141032992731,0.5991406440734863,0.8783728005588448
ร้านอาหาร,restaurant,ร้าน+อาหาร,2,2,0.6524141032992731,0.5991406440734863,0.8783728005588448
ร้านอาหาร,restaurant,ร้าน+อาหาร,2,2,0.6524141032992731,0.5991406440734863,0.8783728005588448
สี่ทุ่ม,10 p.m.,สี่+ทุ่ม,2,2,0.6537883651614419,0.7108088135719299,0.797256502510383
สี่ทุ่ม,10 p.m.,สี่+ทุ่ม,2,2,0.6537883651614419,0.7108088135719299,0.797256502510383
ห้าทุ่ม,11 p.m.,ห้า+ทุ่ม,2,2,0.6566012810509781,0.7289775286886104,0.8696054415747781
ห้าทุ่ม,11 p.m.,ห้า+ทุ่ม,2,2,0.6566012810509781,0.7289775286886104,0.8696054415747781
มาจากไหน,where do you come from?,มาจาก+ไหน,2,2,0.6587807513560048,0.8052245858445517,0.7947467603682319
กี่วัน,how many days,กี่+วัน,2,2,0.6588955144552597,0.9345874190330505,0.6535683614599254
เป็นมิตร,friendly,เป็น+มิตร,2,2,0.6592653673315214,0.6775801989531754,0.8123283057285315
เป็นมิตร,friendly,เป็น+มิตร,2,2,0.6592653673315214,0.6775801989531754,0.8123283057285315
สิบโมง,10 a.m.,สิบ+โมง,2,2,0.6613488182337318,0.7298824513098655,0.8310642505253729
สิบโมง,10 a.m.,สิบ+โมง,2,2,0.6613488182337318,0.7298824513098655,0.8310642505253729
ตรงไป,go straight,ตรง+ไป,2,2,0.6637077332462447,0.6296554803848267,0.9105587477615373
ตรงไป,go straight,ตรง+ไป,2,2,0.6637077332462447,0.6296554803848267,0.9105587477615373
ท่าเรือ,"pier, dock",ท่า+เรือ,2,2,0.6648145630813477,0.6300375241063549,0.7852420708500515
หกโมงเช้า,6 a.m.,หก+โมง+เช้า,3,3,0.6651303009345123,0.7799823617914127,0.8183773607844502
หกโมงเช้า,6 a.m.,หก+โมง+เช้า,3,3,0.6651303009345123,0.7799823617914127,0.8183773607844502
รองเท้า,shoes,รอง+เท้า,2,2,0.6664913133004924,0.6075564985010921,0.7794027182701065
รองเท้า,shoes,รอง+เท้า,2,2,0.6664913133004924,0.6075564985010921,0.7794027182701065
น้ำปลา,fish sauce,น้ำ+ปลา,2,2,0.6665853373740007,0.7108145183810305,0.8607325413714798
น้ำปลา,fish sauce,น้ำ+ปลา,2,2,0.6665853373740007,0.7108145183810305,0.8607325413714798
ก็ดี,"good, not bad (informal)",ก็+ดี,2,2,0.6675607464378683,0.6932247098222202,0.8674996877599982
อย่างไร,how; what,อย่าง+ไร,2,2,0.6684158168615839,0.6730988415361832,0.7662844040813374
ส้มโอ,pomelo,ส้ม+โอ,2,2,0.6691531628691245,0.5529097648209194,0.8718277288615285
ส้มโอ,pomelo,ส้ม+โอ,2,2,0.6691531628691245,0.5529097648209194,0.8718277288615285
มาจาก,come from; originate from,มา+จาก,2,2,0.6712286942132595,0.8788595579015356,0.8461171142968238
เจ็ดโมงเช้า,7 a.m.,เจ็ด+โมง+เช้า,3,3,0.6727661616227334,0.8080452933392396,0.8128141985470488
เจ็ดโมงเช้า,7 a.m.,เจ็ด+โมง+เช้า,3,3,0.6727661616227334,0.8080452933392396,0.8128141985470488
ขวามือ,right side,ขวา+มือ,2,2,0.6728493006885913,0.7214158011326671,0.8202188447892187
ขวามือ,right side,ขวา+มือ,2,2,0.6728493006885913,0.7214158011326671,0.8202188447892187
เครื่องดื่ม,beverage; drink,เครื่อง+ดื่ม,2,2,0.6733786082621969,0.6178604364395142,0.825371018120904
สีน้ำเงิน,"deep blue, navy blue",สี+น้ำเงิน,2,2,0.6752506322050822,0.6942425601771546,0.6071273011767445
สีเหลือง,yellow,สี+เหลือง,2,2,0.6778237885719103,0.5748878717422485,0.823872242081209
คนเดียว,"one person, alone",คน+เดียว,2,2,0.6783841079314715,0.6876309327859242,0.649548077170614
สามทุ่ม,9 p.m.,สาม+ทุ่ม,2,2,0.679138636174544,0.743902281290162,0.7609106184737956
สามทุ่ม,9 p.m.,สาม+ทุ่ม,2,2,0.679138636174544,0.743902281290162,0.7609106184737956
ชื่อเล่น,nickname,ชื่อ+เล่น,2,2,0.6795447756979849,0.5818364370963834,0.8653565390576871
ชื่อเล่น,nickname,ชื่อ+เล่น,2,2,0.6795447756979849,0.5818364370963834,0.8653565390576871
ชื่อเล่น,nickname,ชื่อ+เล่น,2,2,0.6795447756979849,0.5818364370963834,0.8653565390576871
น้ำเปล่า,plain water,น้ำ+เปล่า,2,2,0.680861003548686,0.7312504053115845,0.747824494523739
ผู้คน,people,ผู้+คน,2,2,0.6815021279222104,0.5315828881760969,0.839435431315283
เข้าใจ,understand,เข้า+ใจ,2,2,0.6832030521475837,0.4268374443054199,0.826328422517589
เก้าโมงเช้า,9 a.m.,เก้า+โมง+เช้า,3,3,0.6833773757055338,0.8041485548019409,0.8263799077978919
เก้าโมงเช้า,9 a.m.,เก้า+โมง+เช้า,3,3,0.6833773757055338,0.8041485548019409,0.8263799077978919
ดิฉัน,I (female polite),ดิ+ฉัน,2,2,0.6856069426734905,0.6854966095385915,0.9372779860756624
ออกจาก,to leave from,ออก+จาก,2,2,0.687227462289655,0.785578727722168,0.8613968566151409
เครื่องดื่ม,beverage,เครื่อง+ดื่ม,2,2,0.6901863503476963,0.605377197265625,0.825371018120904
แปดโมงเช้า,8 a.m.,แปด+โมง+เช้า,3,3,0.6912656073508582,0.8200647616463616,0.8313395444724879
ไม่รวม,not included,ไม่+รวม,2,2,0.6928335105200244,0.7916199440729584,0.768714232068369
สิบเอ็ดโมง,11 a.m.,สิบเอ็ด+โมง,2,2,0.693151574715933,0.748183012008667,0.8530871635898338
สิบเอ็ดโมง,11 a.m.,สิบเอ็ด+โมง,2,2,0.693151574715933,0.748183012008667,0.8530871635898338
หนึ่งทุ่ม,7 p.m.,หนึ่ง+ทุ่ม,2,2,0.6945684606955662,0.7780728340148926,0.8264590467093402
หนึ่งทุ่ม,7 p.m.,หนึ่ง+ทุ่ม,2,2,0.6945684606955662,0.7780728340148926,0.8264590467093402
กลางวัน,daytime,กลาง+วัน,2,2,0.6946532310985686,0.670473853973976,0.8289084437094278
มีน้ำใจ,"kind, generous",มี+น้ำใจ,2,2,0.6984268566011129,0.7374327026267471,0.8186022609124245
ฝนตกหนัก,heavy raining,ฝน+ตกหนัก,2,2,0.7011614973489515,0.7778411176394084,0.7858939407227337
สองทุ่ม,8 p.m.,สอง+ทุ่ม,2,2,0.7025919521313749,0.7562336921691895,0.7318906313452019
สองทุ่ม,8 p.m.,สอง+ทุ่ม,2,2,0.7025919521313749,0.7562336921691895,0.7318906313452019
ไม่เก่ง,not good at,ไม่+เก่ง,2,2,0.7029600471773482,0.8599104881286621,0.6654152916491748
นาที,minute,นา+ที,2,2,0.7031698194616047,0.5757566780753923,0.6598563756764159
นาที,minute,นา+ที,2,2,0.7031698194616047,0.5757566780753923,0.6598563756764159
ฝนตกหนัก,heavy rain,ฝน+ตกหนัก,2,2,0.7040270412885431,0.7704521691260137,0.7858939407227337
ฤดูร้อน,summer,ฤดู+ร้อน,2,2,0.707083063031772,0.6448699620288588,0.7125503199123128
ฤดูร้อน,summer,ฤดู+ร้อน,2,2,0.707083063031772,0.6448699620288588,0.7125503199123128
ร้องเพลง,to sing,ร้อง+เพลง,2,2,0.7101432935782638,0.5909941900961605,0.8107575334108879
ชอบไปวัด,like to go to the temple,ชอบ+ไป+วัด,3,3,0.7139644057396236,0.9771294566547188,0.49898693686590506
พูดไทยได้,can speak Thai,พูด+ไทย+ได้,3,3,0.7169732283958796,0.8764791635895772,0.7210362023841188
เพราะว่า,because,เพราะ+ว่า,2,2,0.7185738115653383,0.5928835272789086,0.9346937803440732
เพราะว่า,because,เพราะ+ว่า,2,2,0.7185738115653383,0.5928835272789086,0.9346937803440732
บางครั้ง,sometimes,บาง+ครั้ง,2,2,0.719426311972111,0.6416621208190918,0.7309130023898192
เข้าใจ,to understand,เข้า+ใจ,2,2,0.7221620494599056,0.5375129029170159,0.826328422517589
ฝนตก,raining,ฝน+ตก,2,2,0.7230395414042452,0.7017004908144766,0.721757794705301
ฝนตก,raining,ฝน+ตก,2,2,0.7230395414042452,0.7017004908144766,0.721757794705301
สบายดี,"good, well, fine",สบาย+ดี,2,2,0.7250514236905636,0.45701593673039237,0.9364438359938073
รสชาติ,flavor,รส+ชาติ,2,2,0.725998576636305,0.8040664196014404,0.8614085635731544
สบายดี,"good, fine, well",สบาย+ดี,2,2,0.7263438575373004,0.462204905616948,0.9364438359938073
เพิ่งจะ,have just,เพิ่ง+จะ,2,2,0.726615650089247,0.5145795652019718,0.8367845732946911
เวียดนาม,Vietnamese,เวียด+นาม,2,2,0.7276124117530072,0.7164699177181819,0.498139479519628
เวียดนาม,Vietnamese,เวียด+นาม,2,2,0.7276124117530072,0.7164699177181819,0.498139479519628
กำลังจะ,going to; about to,กำลัง+จะ,2,2,0.7278520637462824,0.7424735426902771,0.8058092748100749
เงินสด,cash,เงิน+สด,2,2,0.7296160819761736,0.7419553995132446,0.845896208166671
เงินสด,cash,เงิน+สด,2,2,0.7296160819761736,0.7419553995132446,0.845896208166671
ที่ไหน,where?,ที่+ไหน,2,2,0.7301014132095798,0.7235068945296851,0.778835305967657
กาแฟเย็น,iced coffee,กาแฟ+เย็น,2,2,0.73135557553398,0.8716371059417725,0.8250575178459927
กาแฟเย็น,iced coffee,กาแฟ+เย็น,2,2,0.73135557553398,0.8716371059417725,0.8250575178459927
มะนาว,lime,มะ+นาว,2,2,0.7327627730567503,0.6960976486089648,0.46703683034990673
มะนาว,lime,มะ+นาว,2,2,0.7327627730567503,0.6960976486089648,0.46703683034990673
ที่ตลาด,at the market,ที่+ตลาด,2,2,0.7334523703478176,0.6930606365203857,0.863685040998067
ที่ตลาด,at the market,ที่+ตลาด,2,2,0.7334523703478176,0.6930606365203857,0.863685040998067
บ่ายสามโมง,3 p.m.,บ่าย+สาม+โมง,3,3,0.7346822595970506,0.8233635425567627,0.7747867051336366
บ่ายสามโมง,3 p.m.,บ่าย+สาม+โมง,3,3,0.7346822595970506,0.8233635425567627,0.7747867051336366
ที่นั่ง,seat,ที่+นั่ง,2,2,0.734765544220768,0.7611253261566162,0.8442285482223442
ที่นั่ง,seat,ที่+นั่ง,2,2,0.734765544220768,0.7611253261566162,0.8442285482223442
บ่ายโมงครึ่ง,1:30 p.m.,บ่ายโมง+ครึ่ง,2,2,0.7352511368483254,0.8484603672301988,0.8417440020141197
ต่อสู้,to fight,ต่อ+สู้,2,2,0.7380894954972889,0.7930273290292816,0.792192468854143
ที่ไหน,where,ที่+ไหน,2,2,0.7403028774533539,0.6863722614271797,0.778835305967657
ที่ไหน,where,ที่+ไหน,2,2,0.7403028774533539,0.6863722614271797,0.778835305967657
ที่ไหน,where,ที่+ไหน,2,2,0.7403028774533539,0.6863722614271797,0.778835305967657
อาบแดด,sunbathe,อาบ+แดด,2,2,0.7429709766463145,0.7390564680099487,0.8608560730595866
อาบแดด,sunbathe,อาบ+แดด,2,2,0.7429709766463145,0.7390564680099487,0.8608560730595866
อะไร,what,อะ+ไร,2,2,0.743718721990553,0.3324710726737976,0.8784527722790035
ซ้ายมือ,left side,ซ้าย+มือ,2,2,0.7453080387751173,0.7363034172419781,0.8494765598300614
ซ้ายมือ,left side,ซ้าย+มือ,2,2,0.7453080387751173,0.7363034172419781,0.8494765598300614
ไม่ได้,"cannot, unable to, didn't",ไม่+ได้,2,2,0.7454180710801348,0.8181885480880737,0.7726802568796505
ไม่ใช่,no,ไม่+ใช่,2,2,0.7470890849137173,0.6498971164103885,0.8212177709617963
กำลังจะ,going to,กำลัง+จะ,2,2,0.7506033134172202,0.7427217210961414,0.8058092748100749
โทรหา,"to call, to telephone",โทร+หา,2,2,0.7513692898292903,0.6671302914619446,0.8767897316258131
ทางไหน,which way,ทาง+ไหน,2,2,0.7517287987617419,0.6998513758093938,0.8225937050980928
ทางไหน,which way,ทาง+ไหน,2,2,0.7517287987617419,0.6998513758093938,0.8225937050980928
อย่าไป,don't go,อย่า+ไป,2,2,0.7521238695699836,0.8860117521313904,0.8167582309419333
อย่าไป,don't go,อย่า+ไป,2,2,0.7521238695699836,0.8860117521313904,0.8167582309419333
เล็กน้อย,a little bit,เล็ก+น้อย,2,2,0.7526825606385309,0.6654316782951355,0.944465425437239
มากกว่า,"more than, prefer",มาก+กว่า,2,2,0.7536185732035723,0.6580524836809923,0.8666756575194238
ไม่ใช่,"not, is not",ไม่+ใช่,2,2,0.7566786374820844,0.7089217305183411,0.8212177709617963
มีนาคม,March,มีนา+คม,2,2,0.7588025540047422,0.6540012153387794,0.5825214108450918
มีนาคม,March,มีนา+คม,2,2,0.7588025540047422,0.6540012153387794,0.5825214108450918
ประเทศ,country,ประ+เทศ,2,2,0.7589574221464925,0.48923927353130353,0.7905209557072796
ประเทศ,country,ประ+เทศ,2,2,0.7589574221464925,0.48923927353130353,0.7905209557072796
บ่ายสองโมง,2 p.m.,บ่าย+สอง+โมง,3,3,0.759429896019765,0.8251780867576599,0.799155707514845
บ่ายสองโมง,2 p.m.,บ่าย+สอง+โมง,3,3,0.759429896019765,0.8251780867576599,0.799155707514845
ตั๋วเที่ยวเดียว,one way ticket,ตั๋ว+เที่ยว+เดียว,3,3,0.7599834663892493,0.6621448792305517,0.8130494168009628
อยากได้,want to get,อยาก+ได้,2,2,0.7603604585608698,0.6554210782051086,0.8734512940098589
สิงหาคม,August,สิงหา+คม,2,2,0.7616284575230282,0.6738276481628418,0.5235359694908361
สิงหาคม,August,สิงหา+คม,2,2,0.7616284575230282,0.6738276481628418,0.5235359694908361
มีชื่อเล่น,to have a nickname,มี+ชื่อเล่น,2,2,0.7618559894949485,0.872377336025238,0.849127111014787
ทุกวัน,everyday,ทุก+วัน,2,2,0.7654408825886952,0.8908356298012261,0.6599558258799304
พรุ่งนี้,tomorrow,พรุ่ง+นี้,2,2,0.7654680765600251,0.7863011360168457,0.5050575689410771
พรุ่งนี้,tomorrow,พรุ่ง+นี้,2,2,0.7654680765600251,0.7863011360168457,0.5050575689410771
ที่แลกเงิน,money exchange,ที่+แลกเงิน,2,2,0.7657777659268445,0.8342817824222752,0.8764847417576028
ได้อย่างไร,how,ได้+อย่างไร,2,2,0.7679412047168005,0.63597571849823,0.9253660826599505
กลายเป็น,to become,กลาย+เป็น,2,2,0.7704586342453694,0.6886446925746563,0.9230181794122205
สถานที่,place; location,สถาน+ที่,2,2,0.7709836049765484,0.72208054530141,0.8887345240903354
สบายดี,"good, fine",สบาย+ดี,2,2,0.771692267353957,0.4824118039117093,0.9364438359938073
ความสุข,happiness,ความ+สุข,2,2,0.7734232169825417,0.7588494276314632,0.7971334699368966
ความสุข,happiness,ความ+สุข,2,2,0.7734232169825417,0.7588494276314632,0.7971334699368966
ที่นี่,here,ที่+นี่,2,2,0.7775110777435869,0.6331553836557497,0.8751709622368748
ที่นี่,here,ที่+นี่,2,2,0.7775110777435869,0.6331553836557497,0.8751709622368748
ปั๊มน้ำมัน,gas station,ปั๊ม+น้ำมัน,2,2,0.7778295416926374,0.8066596984863281,0.8344965655558645
ไม่ได้,"cannot, unable to",ไม่+ได้,2,2,0.7780056047148443,0.8648135662078857,0.7726802568796505
อะไร,what?,อะ+ไร,2,2,0.7823131304173184,0.3091069459915161,0.8784527722790035
ธันวาคม,December,ธันวา+คม,2,2,0.7826032086754023,0.754061758518219,0.4121022184914865
ธันวาคม,December,ธันวา+คม,2,2,0.7826032086754023,0.754061758518219,0.4121022184914865
ไม่ใช่,"no, not right",ไม่+ใช่,2,2,0.78397519635237,0.8001416921615601,0.8212177709617963
บ่ายโมง,1 p.m.,บ่าย+โมง,2,2,0.7846556877004689,0.7853598806905477,0.8829798540316727
บ่ายโมง,1 p.m.,บ่าย+โมง,2,2,0.7846556877004689,0.7853598806905477,0.8829798540316727
พัดลม,fan,พัด+ลม,2,2,0.7865499084814666,0.6636505121559774,0.46228198397429004
พัดลม,fan,พัด+ลม,2,2,0.7865499084814666,0.6636505121559774,0.46228198397429004
ไม่เข้าใจ,do not understand,ไม่+เข้าใจ,2,2,0.786959343526039,0.903177797794342,0.6681986999816393
ไม่เข้าใจ,do not understand,ไม่+เข้าใจ,2,2,0.786959343526039,0.903177797794342,0.6681986999816393
รู้สึกดี,I feel good,รู้สึก+ดี,2,2,0.7880730057308848,0.8931686878204346,0.8801112854516275
กระเป๋าเงิน,wallet,กระเป๋า+เงิน,2,2,0.7890485242732028,0.7233736515045166,0.9000512636274367
กระเป๋าเงิน,wallet,กระเป๋า+เงิน,2,2,0.7890485242732028,0.7233736515045166,0.9000512636274367
ลาก่อนนะ,"goodbye, bye",ลาก่อน+นะ,2,2,0.7904000800173351,0.609890878200531,0.907162670599441
ด้วยกัน,together,ด้วย+กัน,2,2,0.7907688173366691,0.7985626459121704,0.641086315913044
ด้วยกัน,together,ด้วย+กัน,2,2,0.7907688173366691,0.7985626459121704,0.641086315913044
ไม่มี,"don't have, no, not have",ไม่+มี,2,2,0.794895838402758,0.7844068747051804,0.8829658559254651
เรียนภาษา,learn a language,เรียน+ภาษา,2,2,0.7949692203051859,0.8423433303833008,0.8352306723949311
ที่นั้น,there,ที่+นั้น,2,2,0.795934718654704,0.6358230113983154,0.8227874327757546
ที่นั้น,there,ที่+นั้น,2,2,0.795934718654704,0.6358230113983154,0.8227874327757546
ที่นั่น,there,ที่+นั่น,2,2,0.795934718654704,0.6358230113983154,0.8760056374677476
กะหล่ำปลี,cabbage,กะหล่ำ+ปลี,2,2,0.7969383005355749,0.6892549806389201,0.8815577655935601
ทิศทาง,direction,ทิศ+ทาง,2,2,0.7984678489069521,0.794954633111314,0.8448434692711599
ทิศทาง,direction,ทิศ+ทาง,2,2,0.7984678489069521,0.794954633111314,0.8448434692711599
ขอบคุณมาก,thank you very much,ขอบคุณ+มาก,2,2,0.8005127854638022,0.9207538366317749,0.8796645979766894
เลี้ยวขวา,turn right,เลี้ยว+ขวา,2,2,0.8024535659823201,0.7954400533962285,0.9187754762534136
เลี้ยวขวา,turn right,เลี้ยว+ขวา,2,2,0.8024535659823201,0.7954400533962285,0.9187754762534136
วันทำงาน,workday,วัน+ทำงาน,2,2,0.8042562891541403,0.9190806698251169,0.8555289341031757
วันทำงาน,workday,วัน+ทำงาน,2,2,0.8042562891541403,0.9190806698251169,0.8555289341031757
อยู่ที่,"live at, stay at",อยู่+ที่,2,2,0.8120402026686014,0.8244299574667081,0.8507872764305718
อาหารแห้ง,dried food,อาหาร+แห้ง,2,2,0.8125568436237948,0.8576631885377789,0.9085814522395099
อาหารแห้ง,dried food,อาหาร+แห้ง,2,2,0.8125568436237948,0.8576631885377789,0.9085814522395099
อันนี้,this one,อัน+นี้,2,2,0.8128157894037338,0.7872230283750908,0.8533820608487098
อันนี้,this one,อัน+นี้,2,2,0.8128157894037338,0.7872230283750908,0.8533820608487098
เล่นโยคะ,do yoga,เล่น+โยคะ,2,2,0.8136014798684196,0.9391500949859619,0.8970462920849497
กี่คน,how many people,กี่+คน,2,2,0.8139043707362672,0.9632007457733599,0.7919313837959587
ไม่มี,do not have; no,ไม่+มี,2,2,0.815068499136804,0.7925364026383873,0.8829658559254651
ขอบคุณมาก,thank you so much,ขอบคุณ+มาก,2,2,0.8154294701102717,0.9132829904556274,0.8796645979766894
สถานที่,place,สถาน+ที่,2,2,0.8172614038050725,0.6489477335152285,0.8887345240903354
สถานที่,place,สถาน+ที่,2,2,0.8172614038050725,0.6489477335152285,0.8887345240903354
สถานที่,place,สถาน+ที่,2,2,0.8172614038050725,0.6489477335152285,0.8887345240903354
นิดหน่อย,"a little bit, slightly",นิด+หน่อย,2,2,0.8202721156948939,0.8295719623565674,0.867639803335518
ไม่เคย,have never,ไม่+เคย,2,2,0.8223933794586465,0.8073609356499276,0.6875937001832853
เวลาว่าง,free time,เวลา+ว่าง,2,2,0.8230227448856374,0.8594565903816576,0.892463688837213
แตงกวา,cucumber,แตง+กวา,2,2,0.8235632760049482,0.8128701671516696,0.863934342922733
แตงกวา,cucumber,แตง+กวา,2,2,0.8235632760049482,0.8128701671516696,0.863934342922733
วันนี้,today,วัน+นี้,2,2,0.8244399017596059,0.87559639666059,0.7964363565272431
วันนี้,today,วัน+นี้,2,2,0.8244399017596059,0.87559639666059,0.7964363565272431
ฟังเพลง,listen to music,ฟัง+เพลง,2,2,0.8248859923431542,0.8974596384215786,0.9411943748301755
เล่นเปียโน,play piano,เล่น+เปียโน,2,2,0.8284057691791065,0.9376649856567383,0.7804411242011948
น้ำเปล่า,water,น้ำ+เปล่า,2,2,0.8297015779073715,0.8030071258544922,0.747824494523739
ดูฟุตบอล,watch football,ดู+ฟุตบอล,2,2,0.8299327107005142,0.8289509211720105,0.8457542942815757
เลี้ยวซ้าย,turn left,เลี้ยว+ซ้าย,2,2,0.8332582107841194,0.7932017322302897,0.9378065685895969
เลี้ยวซ้าย,turn left,เลี้ยว+ซ้าย,2,2,0.8332582107841194,0.7932017322302897,0.9378065685895969
ว่ายน้ำ,to swim,ว่าย+น้ำ,2,2,0.8368602249513483,0.8404402041697624,0.6969704920636252
ไม่ถูกต้อง,incorrect,ไม่+ถูกต้อง,2,2,0.8386489963628454,0.7771856519205128,0.700579872808777
